iter	Logloss
205	0.08605012182
206	0.08587241621
207	0.08575887343
208	0.08569179484
209	0.08555294655
210	0.08549040106
211	0.08542005463
212	0.08537537285
213	0.08532439848
214	0.08526992286
215	0.08525320372
216	0.08522727611
217	0.0851339465
218	0.08507935951
219	0.08504129783
220	0.08493528528
221	0.0848262222
222	0.08465021471
223	0.08461978445
224	0.08432167351
225	0.0841928503
226	0.08413186423
227	0.08408583658
228	0.08390876542
229	0.08385261744
230	0.08377520965
231	0.0836685857
232	0.08360831586
233	0.08351184771
234	0.08344192646
235	0.08337290285
236	0.08321258186
237	0.08313105085
238	0.08309550002
239	0.08303308851
240	0.08296946756
241	0.08290215403
242	0.0828268457
243	0.08278287747
244	0.08273872829
245	0.08265975693
246	0.08258630594
247	0.08251073489
248	0.08247421187
249	0.0824306769
250	0.08240530409
251	0.08234860785
252	0.08223703738
253	0.08219483818
254	0.08211698955
255	0.08203265432
256	0.08197585828
257	0.08185491847
258	0.08179099107
259	0.08171255528
260	0.08164503892
261	0.08154320442
262	0.08149527072
263	0.08143962506
264	0.0814124432
265	0.0814046489
266	0.08129991732
267	0.0812328795
268	0.08120068451
269	0.08109443647
270	0.08105190895
271	0.08098281164
272	0.08096090063
273	0.08085356773
274	0.08079577908
275	0.08075706189
276	0.08064117762
277	0.08056632963
278	0.08043947105
279	0.08038103155
280	0.08029573663
281	0.08026698184
282	0.08024615397
283	0.08018629433
284	0.08015053468
285	0.08012270258
286	0.08010645886
287	0.08007729065
288	0.07990606245
289	0.0797597061
290	0.07974150151
291	0.0797116866
292	0.07967786071
293	0.07963891547
294	0.07953638327
295	0.07949079349
296	0.07945989545
297	0.07939295541
298	0.07931292053
299	0.07923525775
300	0.07905185525
301	0.07895894741
302	0.07888370881
303	0.07883766266
304	0.07877310376
305	0.07872229917
306	0.07868563058
307	0.07863161811
308	0.07855819406
309	0.07852047337
310	0.07848439283
311	0.07844976121
312	0.07843296564
313	0.07839422673
314	0.07837223691
315	0.07828701455
316	0.07823730133
317	0.07821027915
318	0.07816639559
319	0.07814217036
320	0.07810312246
321	0.07806216367
322	0.07799844634
323	0.07797098516
324	0.07787954621
325	0.07779164557
326	0.07773471968
327	0.07768574835
328	0.07761993594
329	0.07756050155
330	0.07749015032
331	0.07745233561
332	0.07740760285
333	0.07737560827
334	0.07730028785
335	0.0772729925
336	0.07718272474
337	0.0770572284
338	0.07693751232
339	0.07685708628
340	0.07675742488
341	0.07669230626
342	0.07659433412
343	0.07656178652
344	0.07654751771
345	0.07651195149
346	0.07648849798
347	0.07645025538
348	0.07640718276
349	0.07635733404
350	0.0763169422
351	0.07628905106
352	0.07618018245
353	0.07611810698
354	0.07611647039
355	0.07604027808
356	0.07601376224
357	0.07598671362
358	0.07595683607
359	0.07589417623
360	0.07585519436
361	0.07580377585
362	0.07574472032
363	0.07570735772
364	0.07566624946
365	0.07562489377
366	0.07557700009
367	0.07552162831
368	0.07544885876
369	0.07541099673
370	0.0753725482
371	0.07531510627
372	0.07526727719
373	0.07518645083
374	0.0751494968
375	0.07510950975
376	0.07505435328
377	0.07502684959
378	0.07499825661
379	0.0748585173
380	0.07479844881
381	0.07477289759
382	0.07471551944
383	0.0746583054
384	0.07464179029
385	0.07457713914
386	0.07453927067
387	0.07447248493
388	0.07442410253
389	0.07437845599
390	0.07435936372
391	0.07433749064
392	0.07428326088
393	0.07422012366
394	0.0741886821
395	0.07409429344
396	0.07403113729
397	0.07400491222
398	0.07398508633
399	0.07394986758
400	0.07393525331
401	0.0739238762
402	0.07388190177
403	0.07384592068
404	0.07382171099
405	0.07377678302
406	0.07372876995
407	0.0736881159
408	0.07367187544
409	0.07366320529
410	0.07361668325
411	0.07358913533
412	0.07353173688
413	0.0734942214
414	0.07346821916
415	0.07340521229
416	0.07335974164
417	0.07332182984
418	0.07326888242
419	0.07322033876
420	0.07318368583
421	0.073152473
422	0.07310281127
423	0.07308262551
424	0.07306075144
425	0.07302801601
426	0.07299306672
427	0.07297256719
428	0.07296111604
429	0.07288203808
430	0.07283987895
431	0.07281128978
432	0.07276226465
433	0.07272334304
434	0.07271002558
435	0.07267327078
436	0.07264846017
437	0.07261125567
438	0.072577162
439	0.07251977164
440	0.07250037065
441	0.07249644146
442	0.07246435646
443	0.07245290963
444	0.07239459299
445	0.07234972992
446	0.0722299327
447	0.07219814605
448	0.07217718915
449	0.07216277569
450	0.07215729676
451	0.07210164817
452	0.07208112401
453	0.07203538757
454	0.07197457453
455	0.07194499244
456	0.07192312123
457	0.07187100288
458	0.07182133745
459	0.07175432929
460	0.07171619573
461	0.07169710292
462	0.07166057448
463	0.07164113761
464	0.0715951622
465	0.07156622931
466	0.07152857552
467	0.07151086191
468	0.0715060516
469	0.07146969285
470	0.07142196361
471	0.07132073758
472	0.07127573789
473	0.07125357967
474	0.07119758921
475	0.07118695055
476	0.07113388806
477	0.07108005322
478	0.07104645298
479	0.07102669222
480	0.07098812751
481	0.07093962211
482	0.07087180039
483	0.07085061547
484	0.07084147336
485	0.07081042762
486	0.07077114848
487	0.07074562726
488	0.07072318062
489	0.07069675922
490	0.0706902127
491	0.07065171912
492	0.07061307889
493	0.07058579539
494	0.07054827189
495	0.07050562923
496	0.070467574
497	0.07042372664
498	0.07039467078
499	0.07033333926
500	0.07024751267
501	0.07018491353
502	0.07012954527
503	0.07008228853
504	0.07006155189
505	0.07001975544
506	0.06998198883
507	0.06993894339
508	0.06992104972
509	0.06991056887
510	0.06984801494
511	0.06980163879
512	0.06977663812
513	0.06975539562
514	0.06972234637
515	0.06968891881
516	0.06967055021
517	0.06965232379
518	0.06961925559
519	0.06956980393
520	0.06954373065
521	0.06953124222
522	0.06951472461
523	0.0694648177
524	0.06945005969
525	0.06941634633
526	0.06940914529
527	0.06937404253
528	0.06933112492
529	0.06930497153
530	0.06929574531
531	0.06924379469
532	0.06923213452
533	0.06919665072
534	0.06918030888
535	0.06916616621
536	0.06914615699
537	0.06903086429
538	0.06899849761
539	0.06894558479
540	0.06892109449
541	0.06885766711
542	0.06883968391
543	0.06880194929
544	0.06877835147
545	0.06874856255
546	0.0687124056
547	0.06863765404
548	0.06863368275
549	0.06861115498
550	0.0686008171
551	0.06857738289
552	0.06856608915
553	0.06850781366
554	0.06846476355
555	0.06841486098
556	0.06839190733
557	0.06837777464
558	0.06837372008
559	0.06836330298
560	0.06829925865
561	0.06826273159
562	0.06823950078
563	0.06821311991
564	0.06816027588
565	0.068132833
566	0.06809089249
567	0.0680591746
568	0.06803725195
569	0.06799554865
570	0.06796358105
571	0.06791791587
572	0.06784433276
573	0.06781419231
574	0.0677971479
575	0.06776978505
576	0.06773183913
577	0.06768984504
578	0.06767315879
579	0.0676566397
580	0.06763925493
581	0.06758656873
582	0.06755953694
583	0.06750800569
584	0.06745152464
585	0.0674235553
586	0.06739653504
587	0.06736939127
588	0.06736720708
589	0.06734694009
590	0.06732387207
591	0.06730140695
592	0.06728786503
593	0.06722036347
594	0.06717412179
595	0.0671441951
596	0.06712401864
597	0.06709154848
598	0.06706387622
599	0.0670384198
600	0.06700698767
601	0.06697593831
602	0.06693864019
603	0.06691440053
604	0.06688857424
605	0.06686501184
606	0.06683339298
607	0.06680086579
608	0.06677021136
609	0.06675110421
610	0.06672468327
611	0.06671580664
612	0.06669827156
613	0.06666065141
614	0.06665870621
615	0.06662793405
616	0.06661580194
617	0.06655976326
618	0.06652756702
619	0.06649581498
620	0.06646765121
621	0.06644114124
622	0.06638324296
623	0.06637495508
624	0.06633559891
625	0.06631018397
626	0.06628342023
627	0.06624513392
628	0.06617081934
629	0.06614300716
630	0.06613122324
631	0.06611110491
632	0.06607170694
633	0.06604242774
634	0.0660036856
635	0.06599377084
636	0.06595034263
637	0.0659175863
638	0.0658908154
639	0.06586044465
640	0.06581172391
641	0.06577035988
642	0.06573791205
643	0.06571701072
644	0.06568705161
645	0.06562933785
646	0.06559744908
647	0.06551010883
648	0.06547530073
649	0.06545001962
650	0.06542687537
651	0.06540731982
652	0.06539734582
653	0.06538851241
654	0.06534730835
655	0.06532056793
656	0.06528184225
657	0.06521001284
658	0.06518069495
659	0.06512525351
660	0.06510609984
661	0.06507814331
662	0.06504732822
663	0.06501727154
664	0.06499906335
665	0.06496755177
666	0.06494803298
667	0.06492249894
668	0.06489610057
669	0.06485565056
670	0.06484832444
671	0.0648438941
672	0.06482953683
673	0.06480856489
674	0.06476621162
675	0.06472776765
676	0.06469946566
677	0.06468659876
678	0.06464301025
679	0.0646258431
680	0.0645956615
681	0.0645759844
682	0.06454542121
683	0.06449374691
684	0.0644481395
685	0.06441374924
686	0.06439748347
687	0.06438007848
688	0.0643783581
689	0.06437060136
690	0.06433176429
691	0.06430526382
692	0.06427985146
693	0.06425678053
694	0.06424143875
695	0.06421270647
696	0.06419730163
697	0.06415882213
698	0.06413352344
699	0.06410041055
700	0.06407190357
701	0.06405696509
702	0.06400400629
703	0.06397953491
704	0.06395295623
705	0.06392925441
706	0.06390628778
707	0.06386781956
708	0.06384197917
709	0.06380023263
710	0.06377101352
711	0.06374980761
712	0.06372106764
713	0.06370095244
714	0.06358010404
715	0.06353953265
716	0.06353019022
717	0.06350478696
718	0.06347933589
719	0.06345391177
720	0.06345223661
721	0.06338701503
722	0.06337078315
723	0.0633404829
724	0.0633209268
725	0.06330623635
726	0.06327522018
727	0.0632543661
728	0.06320728529
729	0.06314711117
730	0.06312535437
731	0.06309936844
732	0.06306135365
733	0.06304335406
734	0.06301537499
735	0.06298489894
736	0.06297311093
737	0.06297113972
738	0.06292995479
739	0.06289734201
740	0.0628660343
741	0.06283653408
742	0.06277797194
743	0.06274328138
744	0.06271189104
745	0.06267632417
746	0.06256531772
747	0.06254111916
748	0.06252971898
749	0.06250926695
750	0.06248811625
751	0.06244461668
752	0.06242898163
753	0.06239153874
754	0.06236991158
755	0.06235563669
756	0.06233150271
757	0.06230120218
758	0.06228836385
759	0.06225505111
760	0.06222136533
761	0.0621995824
762	0.06215253802
763	0.06213569667
764	0.06211239129
765	0.06205463809
766	0.06203449648
767	0.06201095657
768	0.0620045341
769	0.06197685083
770	0.06196518533
771	0.06195014163
772	0.061939839
773	0.06191400177
774	0.06188045014
775	0.06185121307
776	0.06183237468
777	0.06179834182
778	0.06177280956
779	0.06177141687
780	0.06174505871
781	0.06171558661
782	0.06170260638
783	0.06165232121
784	0.06163011655
785	0.06162795646
786	0.06161704612
787	0.06160684989
788	0.06158261236
789	0.06156334427
790	0.06153909625
791	0.0615159267
792	0.0614888176
793	0.06144266604
794	0.06141708421
795	0.06138436692
796	0.06135488623
797	0.06131459057
798	0.06130691637
799	0.06129226802
800	0.06125854369
801	0.06123453164
802	0.06119975666
803	0.06115431592
804	0.06108642501
805	0.06107769011
806	0.06103321449
807	0.06100550204
808	0.06098209005
809	0.0609651882
810	0.06092430112
811	0.06090364348
812	0.06088969374
813	0.06085620138
814	0.06083079528
815	0.06080803058
816	0.06078693387
817	0.06075694568
818	0.06071640837
819	0.06069449704
820	0.06068900556
821	0.06066860731
822	0.06062465166
823	0.06061409874
824	0.06060535516
825	0.06058840396
826	0.06054265098
827	0.06053475199
828	0.0605139609
829	0.06050928719
830	0.06049979692
831	0.0604785625
832	0.06044850773
833	0.0604029086
834	0.06038759919
835	0.06036810157
836	0.0603418735
837	0.06031410689
838	0.0602915044
839	0.06026519593
840	0.06023243995
841	0.06021015453
842	0.06018531089
843	0.06015970724
844	0.06012931816
845	0.06011081435
846	0.06007810715
847	0.06007298701
848	0.06005609138
849	0.06003023808
850	0.05998727751
851	0.05994747081
852	0.05991697824
853	0.05990434069
854	0.05988117148
855	0.05984706663
856	0.05982735098
857	0.05981293274
858	0.05978727779
859	0.05977581154
860	0.05975564923
861	0.0597317055
862	0.0596857491
863	0.05968027356
864	0.05966223744
865	0.05962245559
866	0.05961072652
867	0.05959194544
868	0.05956286908
869	0.05954325149
870	0.05952395757
871	0.05950332236
872	0.05949657436
873	0.05946317207
874	0.05945971829
875	0.05945042159
876	0.05941265364
877	0.05939099087
878	0.05932346058
879	0.05931215878
880	0.0592963352
881	0.05927273006
882	0.05924255495
883	0.05923339604
884	0.05922293474
885	0.05922084488
886	0.05920190164
887	0.05919074262
888	0.05916156705
889	0.05915433525
890	0.05913106149
891	0.05912008634
892	0.05910761875
893	0.05908171034
894	0.05907506301
895	0.05904258256
896	0.05901007534
897	0.05897042527
898	0.05896354318
899	0.0589425696
900	0.05891308713
901	0.05888897318
902	0.05886763455
903	0.05885429836
904	0.05883545799
905	0.05881862792
906	0.05879037134
907	0.05871127837
908	0.05868394325
909	0.05866535049
910	0.05864637881
911	0.05863427892
912	0.05861725228
913	0.05860098816
914	0.05859350694
915	0.05857950463
916	0.05855788003
917	0.05854436308
918	0.05852632649
919	0.0585023639
920	0.05848067896
921	0.05845231922
922	0.05843845002
923	0.0584026543
924	0.05837326967
925	0.05836444829
926	0.05836269645
927	0.05835292842
928	0.0583243842
929	0.05829974973
930	0.05827345852
931	0.05822990318
932	0.05820280935
933	0.05818559552
934	0.0581551584
935	0.05812495274
936	0.05809772001
937	0.0580764276
938	0.05805674048
939	0.05804046476
940	0.05801291399
941	0.05799204971
942	0.05794175205
943	0.05791898265
944	0.05790072231
945	0.05788730508
946	0.05785172956
947	0.05783459446
948	0.05782093951
949	0.05779178722
950	0.05778288556
951	0.05775522688
952	0.05773252872
953	0.05771516153
954	0.05770489028
955	0.05767794693
956	0.05766493264
957	0.05765733972
958	0.05764578174
959	0.05764047796
960	0.05760577142
961	0.05758593447
962	0.05757840934
963	0.0575693042
964	0.05754420716
965	0.05754308165
966	0.05752461612
967	0.05750327033
968	0.05747717139
969	0.05746028133
970	0.05745065534
971	0.05742615108
972	0.05739746779
973	0.05738230882
974	0.05736291401
975	0.05733235016
976	0.057314595
977	0.05727153536
978	0.05724384861
979	0.0572255541
980	0.05720037899
981	0.05717370562
982	0.057154263
983	0.05712663719
984	0.05709736778
985	0.05706139149
986	0.05704002809
987	0.05702434986
988	0.05700266537
989	0.05697266519
990	0.05695861087
991	0.05693794014
992	0.05691862862
993	0.05690548179
994	0.05689051359
995	0.05686925209
996	0.05684908356
997	0.05680583736
998	0.05678935347
999	0.05675999694
